,scores
0,0.6418873971940009
1,0.6554080125141218
2,0.6607214901891194
3,0.6648979350733737
4,0.6687965664408169
5,0.6727322469659112
6,0.6734398121122439
7,0.6779428281832128
8,0.6828029812592334
9,0.6900833131117043
