,scores
0,0.6710410201912859
1,0.6746418223494506
2,0.6758497792803537
3,0.6825962287464074
4,0.6870864240124203
5,0.6888805346700083
6,0.6894677136081896
7,0.6933807407407407
8,0.6964509843766811
9,0.7060494201725998
