,scores
0,0.646453246447358
1,0.6476274935924298
2,0.6493967983227618
3,0.6504413986600076
4,0.6540288040820104
5,0.6594495011217919
6,0.661243271121426
7,0.662044876356884
8,0.663229413477003
9,0.7262816853448708
