,scores
0,0.6066875635798231
1,0.6199571109631428
2,0.6302458983910596
3,0.6399868938401049
4,0.6404340704340704
5,0.6449484263422375
6,0.6464763884070457
7,0.6472218152218152
8,0.6552029620503853
9,0.7043947977885231
