,scores
0,0.6727598566308244
1,0.6790791126567244
2,0.6805106076950738
3,0.6909016190220658
4,0.69257425913104
5,0.6983515836772154
6,0.6984704585604493
7,0.7005831922384369
8,0.7017825477021016
9,0.7282894286691755
