,scores
0,0.6870550644298895
1,0.6947377317984347
2,0.700938071711423
3,0.7031042961546342
4,0.7068101315451486
5,0.7093181241570858
6,0.7102456367162249
7,0.7129515532784227
8,0.7209016850797902
9,0.724827768945416
