,scores
0,0.689451065972805
1,0.6895230795435191
2,0.6918169491525423
3,0.6930960086299892
4,0.6966182791338902
5,0.7009373840914456
6,0.7026063730243794
7,0.7034021827396353
8,0.7039873124778785
9,0.7204182661589849
