,scores
0,0.6441957796201339
1,0.6449269784750482
2,0.6469234174413457
3,0.6475612125923047
4,0.6536181018308858
5,0.6549258301667515
6,0.6556226657329598
7,0.6597026828723642
8,0.6640184005946044
9,0.7205176186374391
