,scores
0,0.6737136400748848
1,0.6611287695960131
2,0.6600092287938368
3,0.6509683514407181
4,0.6657308720292624
5,0.6863494380008706
6,0.6689498503300939
7,0.6842977089299662
8,0.6755446040761779
9,0.6694666052361438
