,scores
0,0.6339750174495937
1,0.6432302503071929
2,0.6461576915234394
3,0.6483960519187432
4,0.6485131020087325
5,0.6491114121839792
6,0.6589619053192113
7,0.6633234028467394
8,0.6687838545637775
9,0.6893175178515493
