,scores
0,0.619911884685123
1,0.6291043258291278
2,0.6310458945148301
3,0.6325821845174974
4,0.6417474856321839
5,0.6440511275371439
6,0.6472788728732307
7,0.6518749492488835
8,0.6550528714183332
9,0.6558005427408413
