,scores
0,0.7169004049026795
1,0.7246174230101929
2,0.7132143669328997
3,0.7235311205479407
4,0.7035692307692307
5,0.7403294844475838
6,0.7193543002136752
7,0.7038266030102992
8,0.7076454282336635
9,0.7305732634223385
