,scores
0,0.6379899264748452
1,0.6463065010370725
2,0.6479450077580919
3,0.6481999171446566
4,0.6557201889991933
5,0.6562327732127917
6,0.6626675154114179
7,0.664549848912683
8,0.6655737970995674
9,0.6741582785176596
