,scores
0,0.6851674641148325
1,0.6900580291977048
2,0.6951093974867715
3,0.6986115257785217
4,0.699411538525837
5,0.7023904007317827
6,0.7079028765852149
7,0.7103736630560665
8,0.7208542095848488
9,0.7364917663697936
