,scores
0,0.7146729877248489
1,0.7193233844755881
2,0.7196311966950959
3,0.7215908126512751
4,0.7222349074554576
5,0.7232879161874842
6,0.7239704417832007
7,0.7276689303904924
8,0.7297179138810046
9,0.7330955439853946
