,scores
0,0.9280090239815401
1,0.9298800320721321
2,0.9302976880240431
3,0.9317912644307947
4,0.9355876612862727
5,0.9358915160322138
6,0.9362494895875866
7,0.937966633968228
8,0.946985440017161
9,0.9498714501863175
