,scores
0,0.6623926049099145
1,0.6673201189554308
2,0.6803012280588954
3,0.6741131370526767
4,0.6653732894508921
5,0.6733868312215168
6,0.6557395516503323
7,0.6500443944836799
8,0.6668686631740819
9,0.6616732487502788
