,scores
0,0.6484416546060382
1,0.6588552821803384
2,0.6635235881197643
3,0.6646054671562628
4,0.6651701927644407
5,0.6654816217048272
6,0.6770312197013768
7,0.6790466996656905
8,0.6823218743998464
9,0.6876073619631902
