,scores
0,0.9340304198476489
1,0.9357456503157139
2,0.9369406076875142
3,0.9372737171634681
4,0.9394797691803993
5,0.9396905280166314
6,0.9407545111372886
7,0.9415565168972458
8,0.9418945637358345
9,0.9422820778451977
