,scores
0,0.683010521837965
1,0.6833853343506459
2,0.6912712400387908
3,0.6954590084696237
4,0.6961416273826604
5,0.699895679762736
6,0.7072735664090661
7,0.7074475113413449
8,0.7084269242288112
9,0.7407867494824016
