,scores
0,0.9349297497829347
1,0.9369822002875224
2,0.9387157484558305
3,0.9406055037472042
4,0.9436962694218787
5,0.9464373464373464
6,0.949214628116615
7,0.9504637355584081
8,0.9523166272462823
9,0.9528890822212114
