,scores
0,0.9387837805240856
1,0.947419521374923
2,0.9518558881979613
3,0.955956147499068
4,0.9563886049072036
5,0.9570841109414512
6,0.9579178764262428
7,0.9583161649197804
8,0.9626045404178979
9,0.9657142761474894
