,scores
0,0.6321268239768414
1,0.6427812467205374
2,0.6435676741130092
3,0.648171570809892
4,0.6508318796052803
5,0.6517862140954338
6,0.6567576745449606
7,0.6569986207635345
8,0.6625613216028667
9,0.6787705161429651
