,scores
0,0.5808310734086516
1,0.5773502691896257
2,0.5817914905542522
3,0.5868817748658194
4,0.5779019657026906
5,0.5832155653448369
6,0.5716108743751231
7,0.5915809414076186
8,0.5793578153013286
9,0.5889930342529293
