,scores
0,0.6465932427349915
1,0.6520809427716008
2,0.6555716448148257
3,0.6570886998784933
4,0.6574354330411558
5,0.6578897420132473
6,0.6580740174108617
7,0.6599132929927722
8,0.6612193187182043
9,0.6691051157598893
