,scores
0,0.55823110518349
1,0.5687129977889546
2,0.5753293073919419
3,0.5700594924811138
4,0.5755051054127099
5,0.5747620705123822
6,0.583413302260069
7,0.5780947572734912
8,0.570073629876925
9,0.5797205786989872
