,scores
0,0.6493513934726806
1,0.6606157250715959
2,0.6620174346201744
3,0.6651932524300841
4,0.6674966915946106
5,0.6743824963666519
6,0.6761832632984788
7,0.6786571820044164
8,0.6798515518247842
9,0.695368092093533
