,scores
0,0.6412339385349429
1,0.6470537138657112
2,0.6483912694644114
3,0.6493148699809141
4,0.6504524588868325
5,0.6504733507021836
6,0.6505008829402736
7,0.6519515646698845
8,0.6552152685308478
9,0.6635279746529412
