,scores
0,0.6691632192710111
1,0.6864476724991746
2,0.6921991195347597
3,0.6939602138109393
4,0.701384533419656
5,0.7045660020800902
6,0.7088154506437769
7,0.7091515319655715
8,0.7098558543829533
9,0.7389421127505893
