,scores
0,0.6267685774946921
1,0.6303719493626833
2,0.638818938171295
3,0.6504643864815454
4,0.6675784105228693
5,0.6685737726876967
6,0.6763712387731587
7,0.6854211837044297
8,0.6938101871479619
9,0.693987776646608
