,scores
0,0.6074310761541927
1,0.5925839006975876
2,0.5944374112477561
3,0.6056590601086912
4,0.5894738450360402
5,0.5992488600425944
6,0.5840856638609829
7,0.597015438158896
8,0.6056071128592793
9,0.5905360029847033
