,scores
0,0.5726131545758801
1,0.5793124739257405
2,0.5932746536267318
3,0.6063979736321454
4,0.6080652169962047
5,0.6123273543771703
6,0.6181357868511754
7,0.6259720697406943
8,0.6568815932169969
9,0.6829025781471941
