,scores
0,0.6388477060847095
1,0.6455567371032895
2,0.6469816607450227
3,0.6652371512184596
4,0.6656411422520584
5,0.665914059420134
6,0.6664436105577605
7,0.6760646082925077
8,0.677303773749639
9,0.6810401123687457
