,scores
0,0.5838589518271684
1,0.59912111615953
2,0.5801684298665121
3,0.6247994901202565
4,0.576402396263364
5,0.5693630676740595
6,0.589313598513729
7,0.5550471681158569
8,0.5508799318762418
9,0.5507993879273955
