,scores
0,0.6008431939430456
1,0.5987172067901234
2,0.5958067940552018
3,0.5954671237990649
4,0.6004969485614646
5,0.5978100331041507
6,0.5967031298745281
7,0.5984398131204726
8,0.587483802768874
9,0.5985967333793422
