,scores
0,0.6369401405469477
1,0.6520373525911501
2,0.6655663465735487
3,0.6672192405306079
4,0.6679025712262352
5,0.6707068630222656
6,0.6727683959119259
7,0.6757438772980298
8,0.6817672977225333
9,0.7271139490595053
