,scores
0,0.5688293935626848
1,0.5814489672829457
2,0.5705065354633279
3,0.5767990993559298
4,0.5688801239885742
5,0.5714171609997236
6,0.5729429507739594
7,0.5733294206698957
8,0.5740225742153459
9,0.5667455433046503
