,scores
0,0.948730946633006
1,0.9478052109897349
2,0.9422816679779701
3,0.9460123857066888
4,0.9552776643527972
5,0.9565947162263522
6,0.949304707638041
7,0.9506781028520159
8,0.9552320940265299
9,0.9485536788973016
