,scores
0,0.6812334334090663
1,0.6862229976230808
2,0.6926188170403558
3,0.6934381554598574
4,0.6940438871473354
5,0.7038027397260274
6,0.7063048012314352
7,0.7068471683141417
8,0.7082965312349445
9,0.7205562370274309
