,scores
0,0.5738612469116333
1,0.5923273785628261
2,0.6016391585760518
3,0.6090458700900467
4,0.6109224849605458
5,0.6218268128990014
6,0.6270768229166668
7,0.6271048649344796
8,0.6489722222222222
9,0.6798094930577979
