,scores
0,0.946074051689025
1,0.9490420988407564
2,0.9501744900791813
3,0.9516185623126816
4,0.9522915611353351
5,0.9548697221459878
6,0.9554641244683321
7,0.9578397694069337
8,0.9586013508410742
9,0.95980439781081
