,p_t1,p_t2,p_t3,p_t4,t,score,rmse
0,2,10,10,10,6,0.8845029299121637,0.3655283577290193
1,4,10,10,10,6,0.8846089849846958,0.36529548958657104
2,6,10,10,10,6,0.8848917125369301,0.3649541416324899
3,8,10,10,10,6,0.8843871605328496,0.36566413708387585
4,10,10,10,10,6,0.8849960944473413,0.36472354961041625
5,50,10,10,10,6,0.8847102238863426,0.36519282344062187
6,100,10,10,10,6,0.8849941834005998,0.36472880670823277
7,150,10,10,10,6,0.8848860139658483,0.3648456271074292
